id,Quantity,InstallationDate,HealthScore,DateOfLastSpecificAction,DateOfLastStateRecording,ExtraArea,EnvironmentAgingRate,KnownApparentAge,SAIDI15min,ExtraAreaLevel2,EstimatedDowntime,CustomData_Number,CustomData_String,ConsequenceSpecificQuantity
LILLEL31NANCY_8_99_Pylones_Acier_Agent,1,1988-01-01,2,2014-09-17,2010-09-04,POITOU CHARENTES,1,7,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_198""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL31NANCY_8_Lignes_Aeriennes_AlmelecAcier,3,1888-01-01,27,2012-12-03,2011-10-16,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
LILLEL31NANCY_8_Lignes_Souterraines_Synthetique,3,1924-01-01,11,2011-09-27,2014-06-26,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
LILLEL31NANCY_9_100_Pylones_Acier,1,1993-01-01,2,2013-06-27,2010-02-15,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_199""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL31NANCY_9_100_Pylones_Acier_Agent,1,1993-01-01,10,2013-06-27,2010-02-15,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_200""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL31NANCY_9_Lignes_Aeriennes_AlmelecAcier,3,1907-01-01,8,2013-07-09,2011-04-28,POITOU CHARENTES,1,4,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
LILLEL31NANCY_9_Lignes_Souterraines_Synthetique,3,1936-01-01,79,2011-04-09,2012-09-07,POITOU CHARENTES,1,10,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
LILLEL61NANCY_10_102_Pylones_Acier,1,1995-01-01,20,2012-04-20,2011-10-25,POITOU CHARENTES,1,9,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_201""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_10_102_Pylones_Acier_Agent,1,1995-01-01,9,2012-04-20,2011-10-25,POITOU CHARENTES,1,9,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_202""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_10_Lignes_Aeriennes_AlmelecAcier,3,1937-01-01,78,2014-04-16,2012-11-11,POITOU CHARENTES,1,38,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_10_Lignes_Souterraines_HuileFluide,3,1935-01-01,15,2014-08-24,2012-08-12,POITOU CHARENTES,1,13,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_1_101_Pylones_Acier,1,1994-01-01,1,2014-09-27,2014-12-01,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_203""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_1_101_Pylones_Acier_Agent,1,1994-01-01,7,2014-09-27,2014-12-01,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_204""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_1_Lignes_Aeriennes_AlmelecAcier,3,1940-01-01,75,2012-07-15,2011-05-24,POITOU CHARENTES,1,24,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_1_Lignes_Souterraines_HuileFluide,3,1943-01-01,7,2014-07-27,2014-03-27,POITOU CHARENTES,1,7,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_2_103_Pylones_Acier,1,1993-01-01,2,2010-12-26,2010-04-16,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_205""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_2_103_Pylones_Acier_Agent,1,1993-01-01,9,2010-12-26,2010-04-16,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_206""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_2_Lignes_Aeriennes_AlmelecAcier,3,1930-01-01,85,2011-09-14,2011-09-18,POITOU CHARENTES,1,44,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_2_Lignes_Souterraines_HuileFluide,3,1948-01-01,2,2013-12-27,2012-06-03,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_3_104_Pylones_Acier,1,1998-01-01,17,2014-04-03,2014-02-23,POITOU CHARENTES,1,10,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_207""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_3_104_Pylones_Acier_Agent,1,1998-01-01,10,2014-04-03,2014-02-23,POITOU CHARENTES,1,10,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_208""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_3_Lignes_Aeriennes_AlmelecAcier,3,1867-01-01,48,2013-05-23,2011-05-06,POITOU CHARENTES,1,43,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_3_Lignes_Souterraines_HuileFluide,3,1966-01-01,49,2012-04-02,2012-07-26,POITOU CHARENTES,1,29,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_4_105_Pylones_Acier,1,1995-01-01,20,2011-12-08,2014-08-08,POITOU CHARENTES,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_209""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_4_105_Pylones_Acier_Agent,1,1995-01-01,1,2011-12-08,2014-08-08,POITOU CHARENTES,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_210""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_4_Lignes_Aeriennes_AlmelecAcier,3,1939-01-01,76,2014-03-16,2010-03-03,POITOU CHARENTES,1,54,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_4_Lignes_Souterraines_HuileFluide,3,1937-01-01,13,2010-10-28,2010-11-08,POITOU CHARENTES,1,6,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_5_106_Pylones_Acier,1,1994-01-01,1,2010-04-06,2011-05-05,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_211""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_5_106_Pylones_Acier_Agent,1,1994-01-01,4,2010-04-06,2011-05-05,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_212""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_5_Lignes_Aeriennes_AlmelecAcier,3,1953-01-01,62,2012-07-18,2013-01-20,POITOU CHARENTES,1,29,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_5_Lignes_Souterraines_HuileFluide,3,1965-01-01,50,2013-06-26,2010-05-06,POITOU CHARENTES,1,31,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_6_107_Pylones_Acier,1,1992-01-01,3,2011-06-09,2010-10-18,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_213""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_6_107_Pylones_Acier_Agent,1,1992-01-01,6,2011-06-09,2010-10-18,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_214""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_6_Lignes_Aeriennes_AlmelecAcier,3,1941-01-01,74,2013-12-25,2011-12-03,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_6_Lignes_Souterraines_HuileFluide,3,1961-01-01,54,2014-09-22,2010-02-17,POITOU CHARENTES,1,13,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_7_108_Pylones_Acier,1,1997-01-01,18,2010-02-06,2011-02-26,POITOU CHARENTES,1,12,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_215""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_7_108_Pylones_Acier_Agent,1,1997-01-01,4,2010-02-06,2011-02-26,POITOU CHARENTES,1,12,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_216""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_7_Lignes_Aeriennes_AlmelecAcier,3,1885-01-01,30,2010-08-06,2012-08-16,POITOU CHARENTES,1,11,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_7_Lignes_Souterraines_HuileFluide,3,1941-01-01,9,2010-11-22,2012-06-06,POITOU CHARENTES,1,9,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_8_109_Pylones_Acier,1,1985-01-01,10,2013-05-05,2012-03-13,POITOU CHARENTES,1,10,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_217""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_8_109_Pylones_Acier_Agent,1,1985-01-01,4,2013-05-05,2012-03-13,POITOU CHARENTES,1,10,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_218""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_8_Lignes_Aeriennes_AlmelecAcier,3,1915-01-01,100,2013-01-03,2011-12-02,POITOU CHARENTES,1,22,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_8_Lignes_Souterraines_HuileFluide,3,1928-01-01,22,2010-05-04,2011-03-13,POITOU CHARENTES,1,10,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_9_110_Pylones_Acier,1,1990-01-01,5,2010-06-24,2010-08-08,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_219""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_9_110_Pylones_Acier_Agent,1,1990-01-01,9,2010-06-24,2010-08-08,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_220""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL61NANCY_9_Lignes_Aeriennes_AlmelecAcier,3,1949-01-01,66,2012-12-25,2014-04-13,POITOU CHARENTES,1,32,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL61NANCY_9_Lignes_Souterraines_HuileFluide,3,1929-01-01,21,2014-11-12,2011-07-04,POITOU CHARENTES,1,8,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
LILLEL71NANCY_10_112_Pylones_Acier,1,1988-01-01,7,2013-02-07,2011-02-23,POITOU CHARENTES,1,4,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_221""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_10_112_Pylones_Acier_Agent,1,1988-01-01,2,2013-02-07,2011-02-23,POITOU CHARENTES,1,4,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_222""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_10_Lignes_Aeriennes_AlmelecAcier,3,1921-01-01,94,2013-09-19,2011-07-12,POITOU CHARENTES,1,30,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_10_Lignes_Souterraines_HuileFluide,3,1960-01-01,55,2011-08-17,2012-03-16,POITOU CHARENTES,1,20,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_1_111_Pylones_Acier,1,1989-01-01,6,2012-01-01,2010-11-02,POITOU CHARENTES,1,5,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_223""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_1_111_Pylones_Acier_Agent,1,1989-01-01,7,2012-01-01,2010-11-02,POITOU CHARENTES,1,5,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_224""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_1_Lignes_Aeriennes_AlmelecAcier,3,1945-01-01,70,2012-12-14,2013-02-28,POITOU CHARENTES,1,70,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_1_Lignes_Souterraines_HuileFluide,3,1960-01-01,55,2011-04-12,2013-02-14,POITOU CHARENTES,1,11,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_2_113_Pylones_Acier,1,1989-01-01,6,2012-04-23,2014-06-20,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_225""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_2_113_Pylones_Acier_Agent,1,1989-01-01,1,2012-04-23,2014-06-20,POITOU CHARENTES,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_226""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_2_Lignes_Aeriennes_AlmelecAcier,3,1886-01-01,29,2014-12-04,2013-11-08,POITOU CHARENTES,1,12,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_2_Lignes_Souterraines_HuileFluide,3,1955-01-01,60,2011-09-01,2012-03-28,POITOU CHARENTES,1,19,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_3_114_Pylones_Acier,1,1990-01-01,5,2012-01-14,2014-05-08,POITOU CHARENTES,1,5,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_227""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_3_114_Pylones_Acier_Agent,1,1990-01-01,7,2012-01-14,2014-05-08,POITOU CHARENTES,1,5,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_228""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_3_Lignes_Aeriennes_AlmelecAcier,3,1900-01-01,15,2012-03-09,2012-11-25,POITOU CHARENTES,1,9,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_3_Lignes_Souterraines_HuileFluide,3,1940-01-01,10,2014-06-27,2012-06-21,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_4_115_Pylones_Acier,1,1998-01-01,17,2014-11-27,2013-12-26,POITOU CHARENTES,1,10,1,NANTES,,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_229""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_4_115_Pylones_Acier_Agent,1,1998-01-01,5,2014-11-27,2013-12-26,POITOU CHARENTES,1,10,1,NANTES,,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_230""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_4_Lignes_Aeriennes_AlmelecAcier,3,1901-01-01,14,2013-12-11,2012-04-12,POITOU CHARENTES,1,3,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_4_Lignes_Souterraines_HuileFluide,3,1952-01-01,63,2010-03-21,2010-12-05,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_5_116_Pylones_Acier,1,1996-01-01,19,2011-11-02,2012-04-24,POITOU CHARENTES,1,9,1,NANTES,,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_231""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_5_116_Pylones_Acier_Agent,1,1996-01-01,8,2011-11-02,2012-04-24,POITOU CHARENTES,1,9,1,NANTES,,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_232""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_5_Lignes_Aeriennes_AlmelecAcier,3,1961-01-01,54,2010-10-24,2014-02-04,POITOU CHARENTES,1,53,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_5_Lignes_Souterraines_HuileFluide,3,1939-01-01,11,2010-05-03,2011-07-23,POITOU CHARENTES,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_6_117_Pylones_Acier,1,1990-01-01,5,2014-11-24,2010-07-21,POITOU CHARENTES,1,0,1,NANTES,36,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_233""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_6_117_Pylones_Acier_Agent,1,1990-01-01,10,2014-11-24,2010-07-21,POITOU CHARENTES,1,0,1,NANTES,36,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_234""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_6_Lignes_Aeriennes_AlmelecAcier,3,1883-01-01,32,2014-05-13,2012-10-24,POITOU CHARENTES,1,14,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_6_Lignes_Souterraines_HuileFluide,3,1954-01-01,61,2012-11-16,2010-07-23,POITOU CHARENTES,1,29,1,NANTES,7.01923,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLEL71NANCY_7_118_Pylones_Acier,1,1998-01-01,17,2011-06-27,2011-10-15,POITOU CHARENTES,1,0,1,NANTES,,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_235""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_7_118_Pylones_Acier_Agent,1,1998-01-01,7,2011-06-27,2011-10-15,POITOU CHARENTES,1,0,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_236""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
LILLEL71NANCY_7_Lignes_Aeriennes_AlmelecAcier,3,1910-01-01,5,2014-10-27,2011-10-15,POITOU CHARENTES,1,2,1,NANTES,21.0577,"{""LinearMassDensity"":0.5,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
